Sale_Price,Gr_Liv_Area,Year_Built,Total_Bsmt_SF,Garage_Area,Lot_Area,Overall_Qual,Overall_Cond,Central_Air,Full_Bath,Bedroom_AbvGr
130000,838,1918,816,275,10267,Above_Average,Good,1,1,2
160000,1984,1910,1242,360,8094,Above_Average,Very_Good,1,2,5
161000,1666,1925,588,228,5100,Very_Good,Good,1,1,3
127500,1609,1910,796,228,4347,Above_Average,Very_Good,1,1,3
93850,768,1930,768,440,6291,Above_Average,Above_Average,1,1,1
136000,1536,1952,768,308,10266,Above_Average,Above_Average,1,1,4
141000,1969,1938,1272,400,6876,Above_Average,Above_Average,1,2,4
120000,1308,1915,880,400,10320,Average,Above_Average,1,2,2
127500,1040,1925,1040,320,7200,Above_Average,Good,1,1,2
127000,1236,1925,768,384,7006,Above_Average,Above_Average,1,2,3
89500,1406,1920,319,0,7920,Above_Average,Good,1,1,3
125000,825,1955,825,720,8235,Average,Good,1,1,2
79900,1198,1920,901,0,5586,Above_Average,Good,1,1,4
85000,759,1912,451,576,10320,Average,Very_Good,1,1,1
82375,1344,1915,536,0,10320,Fair,Fair,0,2,3
135000,1469,1906,756,216,10320,Above_Average,Good,1,1,3
124000,1054,1947,1046,240,9488,Average,Above_Average,0,1,3
134000,1211,1968,952,322,8250,Average,Average,1,1,3
135000,1271,1948,720,312,21286,Average,Average,1,2,4
134432,1588,1959,0,680,17120,Below_Average,Below_Average,1,2,4
127500,1355,1940,644,0,10106,Average,Good,1,2,4
148000,1075,1963,981,440,11235,Average,Above_Average,1,1,3
129500,1040,1965,1040,384,11200,Average,Average,1,1,3
157500,1096,1978,1008,484,13014,Above_Average,Average,1,1,3
109900,904,1966,876,408,7162,Average,Good,1,1,3
145000,992,1967,992,294,10265,Average,Good,1,1,3
130000,894,1967,894,450,9764,Average,Good,1,1,3
153000,1034,1978,450,504,7703,Above_Average,Very_Good,1,1,3
120000,1073,1967,1073,270,9981,Average,Average,1,1,3
152000,1126,1984,1060,506,7400,Average,Average,1,1,2
108959,1258,1969,1198,400,12900,Below_Average,Below_Average,1,0,0
95541,1140,1920,1300,400,12900,Average,Below_Average,1,1,3
80000,1006,1959,1006,0,9000,Average,Fair,1,1,3
149350,1228,1966,1228,271,8544,Average,Above_Average,1,1,3
144900,960,1963,960,300,9239,Average,Very_Good,1,1,3
185000,1188,1956,988,621,14175,Above_Average,Very_Good,1,1,1
165000,1383,1954,1383,354,13284,Average,Average,1,1,3
235000,1252,1960,1602,564,13500,Above_Average,Good,1,1,1
140000,1601,1958,533,300,13825,Average,Above_Average,1,1,3
108000,672,1940,672,240,10200,Average,Very_Good,1,1,2
145000,1721,1960,988,626,10532,Average,Fair,1,2,3
152400,1350,1941,576,627,8375,Average,Good,1,1,2
144000,904,1970,864,912,10200,Average,Very_Good,1,1,3
173000,1291,1996,1291,431,2887,Above_Average,Average,1,1,2
192000,2022,1977,1160,505,10005,Good,Average,1,2,4
245000,1524,1979,1524,478,20270,Good,Above_Average,1,2,3
241500,1363,1954,1385,439,39104,Good,Good,1,1,2
256000,1663,1954,1364,529,53227,Below_Average,Above_Average,1,1,2
177000,1357,1959,1019,312,11512,Above_Average,Good,1,1,2
125600,1079,1948,570,249,5190,Good,Average,1,1,2
155000,1094,1953,1094,495,10452,Above_Average,Average,1,1,3
240000,2358,1908,907,360,45600,Above_Average,Very_Good,1,3,5
260000,1518,1940,1580,0,19550,Average,Good,1,1,2
185000,1674,1918,1163,396,21780,Above_Average,Good,1,2,4
235000,2108,1935,1127,540,13728,Above_Average,Good,1,2,4
159900,1509,1956,1509,322,9571,Average,Above_Average,1,1,3
99600,864,1975,864,0,9350,Average,Average,0,1,2
134500,1269,1962,621,280,9360,Above_Average,Very_Good,1,1,3
119000,1367,1900,861,384,8405,Average,Very_Good,1,1,4
107500,1347,1910,1117,0,7000,Average,Good,1,1,3
125000,1164,1950,1164,240,10880,Average,Average,0,1,3
79000,1096,1924,572,0,9600,Above_Average,Average,0,1,2
95000,1111,1941,616,200,9084,Average,Above_Average,0,1,3
262280,2329,1990,1475,514,11839,Good,Average,1,2,4
260000,2814,1995,1077,614,9771,Above_Average,Average,1,2,4
226500,1626,1994,1602,534,9938,Good,Average,1,2,3
225000,2200,1993,812,453,14171,Good,Average,1,2,4
229000,2037,1996,672,472,10541,Good,Average,1,2,3
177439,1356,2007,628,484,10616,Good,Average,1,2,3
248500,1615,2007,1615,864,9345,Very_Good,Average,1,2,3
475000,2276,2008,2271,1348,11778,Excellent,Average,1,2,3
395039,1766,2008,1751,874,11778,Excellent,Average,1,2,3
228000,2097,1993,1080,678,11228,Good,Average,1,2,3
225000,1511,1995,1401,811,11454,Very_Good,Average,1,2,3
195000,1643,1966,1182,438,11500,Above_Average,Above_Average,1,2,2
200000,1688,1997,616,603,12798,Above_Average,Average,1,2,4
155000,990,1994,990,528,9750,Average,Good,1,1,3
144000,1099,1995,1099,352,9525,Average,Above_Average,1,1,3
145000,990,1994,990,672,9245,Average,Average,1,1,3
226001,1418,1997,1418,558,8696,Good,Average,1,2,3
215700,1771,1997,864,600,13142,Above_Average,Average,1,2,3
207500,1652,2000,782,532,8998,Good,Average,1,2,3
193000,1790,1999,873,588,9179,Good,Average,1,2,3
188000,1724,1998,880,527,8924,Good,Average,1,2,3
191000,1479,1999,1468,577,9382,Good,Average,1,2,3
221000,1494,2002,1494,530,12803,Good,Average,1,2,3
231500,1792,2001,963,564,12435,Good,Average,1,2,3
235000,1823,2000,928,626,12192,Good,Average,1,2,3
223500,1786,2001,920,608,11250,Good,Average,1,2,3
130250,938,1975,938,308,9200,Average,Above_Average,1,1,3
149900,985,1977,985,328,8385,Average,Very_Good,1,2,3
158000,1174,1978,864,528,12250,Average,Above_Average,1,1,3
147000,1026,1978,940,576,10970,Above_Average,Above_Average,1,1,3
143195,1076,1975,1076,576,9216,Average,Above_Average,1,1,3
163000,1558,1975,864,440,14330,Average,Above_Average,1,2,2
110000,924,1975,924,280,7990,Average,Above_Average,1,1,3
127000,864,1972,864,352,7180,Average,Good,1,1,3
124900,780,1972,780,352,7200,Average,Good,1,1,2
230000,1795,2002,1777,534,9742,Very_Good,Average,1,2,3
237000,2031,2002,1128,577,9473,Very_Good,Average,1,2,3
235000,1865,2000,992,839,10316,Good,Average,1,2,3
230500,2161,2001,1257,570,10400,Good,Average,1,2,3
230000,1852,1999,1004,660,9066,Very_Good,Average,1,2,3
222500,2031,1998,1153,541,11404,Good,Average,1,2,3
287000,2263,2001,1055,905,9240,Very_Good,Average,1,2,3
274000,1947,2001,1357,725,9720,Excellent,Average,1,2,3
300000,1786,2002,1778,715,14860,Very_Good,Average,1,2,3
255900,2290,2002,1128,779,11250,Very_Good,Average,1,2,4
224900,1768,2003,884,543,8158,Good,Average,1,2,3
240000,2327,2003,1129,596,10905,Good,Average,1,2,4
183000,1640,2003,798,595,7226,Good,Average,1,2,3
207000,1764,1999,850,560,11690,Very_Good,Average,1,2,3
210000,1908,1994,915,493,8750,Good,Average,1,2,4
136500,848,2003,848,420,4435,Above_Average,Average,1,1,1
145000,848,2004,848,420,4426,Above_Average,Average,1,1,1
208900,1493,1997,1478,508,13125,Above_Average,Average,1,2,3
185000,1838,1997,1838,721,10126,Above_Average,Average,1,2,2
214000,1536,2002,1536,532,9135,Good,Average,1,2,3
208500,1710,2003,856,548,8450,Good,Average,1,2,3
186500,1445,2004,1445,470,9750,Good,Average,1,2,3
210000,1436,2004,1436,484,8450,Good,Average,1,2,3
185900,1582,2004,770,520,8320,Good,Average,1,2,3
179900,1234,2007,1234,484,11049,Very_Good,Average,1,2,3
218836,1564,2007,1564,814,11058,Good,Above_Average,1,2,3
193000,1361,2007,1351,610,9627,Good,Average,1,2,3
189000,1456,2005,728,410,8199,Good,Average,1,2,3
149300,848,2004,848,420,4426,Above_Average,Average,1,1,1
141000,848,2004,848,420,4426,Above_Average,Average,1,1,1
149000,848,2004,848,420,4438,Above_Average,Average,1,1,1
144500,848,2004,848,420,4438,Above_Average,Average,1,1,1
85000,796,1910,796,0,8777,Average,Good,1,1,2
145900,2200,1900,1272,0,8777,Average,Good,1,2,4
123000,1092,1966,1092,264,9825,Average,Average,1,1,3
147500,1256,1965,1256,276,9937,Average,Above_Average,1,1,3
165000,1033,1976,456,504,12102,Average,Average,1,1,3
135000,1127,1976,1127,480,6500,Above_Average,Above_Average,1,1,3
108000,996,1940,996,0,13907,Average,Above_Average,1,1,3
137500,1181,1972,1138,588,10012,Below_Average,Average,1,2,3
165400,1656,2003,746,397,6931,Good,Average,1,2,3
147000,1117,1977,1029,542,9638,Above_Average,Above_Average,1,1,3
160500,1398,1976,684,440,7200,Above_Average,Good,1,1,3
176000,1132,2005,1132,451,7024,Below_Average,Average,1,1,2
284700,3820,1959,0,624,47007,Average,Good,1,3,5
160000,5642,2008,6110,1418,63887,Very_Excellent,Average,1,2,3
148000,1072,2005,547,525,3675,Above_Average,Average,1,1,2
82000,1152,1955,0,0,6040,Below_Average,Average,0,2,2
82000,1152,1955,0,0,6012,Below_Average,Average,0,2,2
118000,1440,1955,1440,0,12108,Below_Average,Below_Average,0,2,4
82500,1152,1955,0,0,6845,Below_Average,Average,0,2,2
91900,784,1955,784,0,6931,Below_Average,Average,0,1,2
120000,1053,1938,585,0,12180,Average,Good,1,1,2
96000,1137,1947,0,0,8050,Average,Very_Good,1,1,4
99000,930,1953,911,286,9520,Below_Average,Average,1,1,2
130500,1200,1946,768,240,11767,Average,Above_Average,1,1,3
135000,1470,1954,941,548,8172,Below_Average,Above_Average,1,2,4
135500,1393,1955,816,300,16466,Average,Good,1,1,3
100000,1204,1954,416,312,7692,Below_Average,Above_Average,1,1,3
108000,1292,1923,949,205,5142,Below_Average,Good,1,1,3
98000,864,1925,864,0,5604,Average,Above_Average,0,1,2
67000,864,1914,864,0,8248,Fair,Fair,0,1,2
135900,1716,1912,780,0,5687,Average,Above_Average,0,2,6
140000,1482,1925,672,400,12155,Above_Average,Very_Good,0,2,4
179500,2192,1939,720,240,8400,Average,Very_Good,1,2,4
136500,1694,1925,1181,576,8400,Above_Average,Average,1,2,4
168000,1424,1921,1228,312,7290,Good,Very_Good,1,2,2
130000,1964,1911,940,0,8525,Average,Above_Average,0,1,4
189000,2601,1921,612,621,9842,Average,Above_Average,1,3,4
161900,1920,1930,960,480,7804,Above_Average,Good,1,2,4
145000,1316,1926,644,369,8969,Above_Average,Above_Average,1,1,2
191000,2555,1922,588,672,11526,Above_Average,Good,1,2,3
177000,1680,1915,840,308,15576,Above_Average,Good,1,2,4
147500,1264,1914,676,400,15564,Above_Average,Above_Average,1,1,3
91000,790,1930,768,160,6292,Above_Average,Average,0,1,2
231000,1512,1925,798,180,7609,Very_Good,Excellent,1,2,3
115000,1639,1936,1064,240,10480,Above_Average,Average,1,1,3
138000,1603,1923,784,599,9650,Above_Average,Fair,1,1,4
149000,1502,1931,776,270,7200,Good,Above_Average,1,1,3
188700,1660,1934,715,240,11988,Above_Average,Good,1,1,3
198000,1938,1937,942,240,11700,Average,Above_Average,1,2,4
110000,1374,1938,884,225,9260,Average,Below_Average,1,1,3
104000,1091,1951,1091,344,7801,Above_Average,Average,0,1,2
257076,1873,1935,608,786,9670,Very_Good,Above_Average,1,1,4
381000,3447,1935,728,1014,14100,Very_Good,Excellent,1,3,4
311500,1954,1939,798,431,15660,Good,Excellent,1,1,3
263400,2161,1950,832,506,12392,Good,Excellent,1,2,3
236500,1898,1956,1898,484,26073,Average,Average,1,2,3
224000,1640,1954,1296,924,14778,Above_Average,Good,1,1,3
116500,1032,1980,516,462,1879,Above_Average,Above_Average,1,1,2
151000,1556,1980,716,452,1950,Above_Average,Above_Average,1,2,3
126000,919,1926,894,195,7000,Above_Average,Very_Good,1,1,2
120000,1090,1940,720,240,6000,Above_Average,Very_Good,1,1,3
55000,796,1922,796,0,3636,Below_Average,Below_Average,0,1,2
120500,816,1930,816,432,5890,Above_Average,Very_Good,1,1,2
120500,778,1940,740,924,6900,Average,Above_Average,1,1,2
119000,1200,1930,780,0,8155,Average,Good,1,1,4
126000,1656,1967,624,288,6000,Average,Average,1,1,3
99500,912,1930,520,360,7392,Average,Good,1,1,2
165500,1955,1958,1151,356,9000,Average,Average,1,2,4
13100,733,1952,0,487,14584,Very_Poor,Average,0,1,2
89000,1361,1895,173,185,5280,Below_Average,Good,0,1,2
40000,1317,1920,649,250,8500,Below_Average,Below_Average,0,1,3
80900,1049,1910,356,195,5150,Below_Average,Good,0,1,2
81000,894,1935,894,1248,18000,Fair,Below_Average,1,1,2
65000,864,1920,592,216,9000,Below_Average,Above_Average,1,1,3
392500,1652,2008,1600,482,5587,Very_Good,Average,1,2,2
294464,1648,2007,1596,525,3843,Very_Good,Average,1,2,2
250000,1646,2004,1594,482,3811,Good,Average,1,2,2
275000,1646,2004,1594,482,3842,Very_Good,Average,1,2,2
300000,2032,1996,1840,786,23730,Good,Average,1,3,3
271000,1689,2002,1568,857,13265,Very_Good,Average,1,2,3
213000,1820,1996,910,816,11050,Good,Average,1,2,3
171000,1118,1977,1096,358,9880,Above_Average,Above_Average,1,1,3
171500,1279,1977,1196,473,10125,Above_Average,Above_Average,1,2,3
100000,1872,1976,0,484,10260,Average,Below_Average,1,2,4
228500,1689,1991,1680,432,9990,Below_Average,Average,1,2,3
228950,1786,1965,1499,529,164660,Average,Above_Average,1,2,3
241500,1501,1986,1277,512,4084,Good,Above_Average,1,2,2
287000,2898,1976,1565,665,15498,Very_Good,Above_Average,1,2,2
294000,1537,2006,1518,788,11563,Very_Good,Average,1,2,3
293077,1646,2007,1638,800,9520,Very_Good,Average,1,2,3
264966,1780,2007,920,612,12852,Very_Good,Average,1,2,3
172500,1442,2006,352,400,9802,Average,Average,1,2,3
167500,1394,2006,384,400,9735,Average,Average,1,2,3
218689,1612,2008,796,666,12018,Good,Average,1,2,3
150000,1495,1989,1495,438,12890,Above_Average,Average,1,2,3
184000,1651,1986,1606,616,12416,Above_Average,Average,1,2,3
180000,1256,1986,1256,578,18265,Above_Average,Average,1,2,3
175000,1509,1988,1461,600,10200,Above_Average,Average,1,2,3
232500,1440,2003,1432,467,11202,Very_Good,Average,1,2,3
195000,1675,1999,1666,435,7915,Above_Average,Average,1,2,3
305000,2262,2003,1482,749,12244,Very_Good,Average,1,2,4
298751,1728,2007,1884,520,11449,Very_Good,Average,1,2,3
370000,1964,2005,1964,892,11447,Very_Good,Average,1,2,3
209200,1344,1997,1344,784,8940,Good,Average,1,2,2
206300,1344,1997,1344,784,7060,Good,Average,1,2,2
146000,1092,2007,1092,0,9278,Average,Average,1,1,2
160500,1189,1997,1189,392,4500,Above_Average,Average,1,2,2
173000,1200,1964,1200,850,14137,Below_Average,Average,1,1,3
124000,1040,1975,1040,499,4224,Average,Above_Average,1,1,3
115000,1304,1976,264,336,2665,Average,Above_Average,1,1,3
129500,1475,1976,550,336,2665,Average,Good,1,2,4
105000,988,1973,526,297,1974,Below_Average,Good,1,1,2
94900,988,1973,462,297,1596,Below_Average,Above_Average,1,1,1
152500,1160,1968,1113,257,17979,Average,Above_Average,1,1,3
98000,1092,1970,546,0,1477,Above_Average,Excellent,1,2,3
81000,630,1972,630,0,1890,Below_Average,Good,1,1,1
113000,988,1954,988,520,21750,Average,Average,1,1,2
128500,816,1983,816,264,6490,Average,Good,1,1,2
119500,923,1984,876,264,6951,Average,Average,1,1,3
130500,816,1982,816,264,6600,Average,Excellent,1,1,3
138000,816,1982,816,816,6600,Average,Very_Good,1,1,2
134500,845,1982,845,264,6600,Average,Above_Average,1,1,3
160000,1750,1940,983,423,12508,Above_Average,Good,1,2,4
137500,889,1984,864,484,12395,Average,Above_Average,1,1,3
172000,1968,1969,784,530,11075,Average,Below_Average,1,2,4
103000,1836,1900,686,288,56600,Average,Very_Poor,1,2,4
167300,1587,1971,1587,525,10667,Above_Average,Above_Average,1,2,3
167000,1277,1970,1277,526,10628,Good,Average,1,1,2
244000,2223,1973,2223,516,13651,Good,Above_Average,1,2,3
268000,2217,1970,2217,621,15865,Very_Good,Above_Average,1,2,4
225000,1733,2003,847,433,12394,Good,Average,1,2,3
168000,1572,1995,806,373,10364,Above_Average,Average,1,2,3
177000,1470,1997,794,388,13869,Above_Average,Above_Average,1,2,3
169000,1600,1997,916,460,8773,Above_Average,Average,1,2,3
161500,1384,1997,384,390,8872,Above_Average,Average,1,2,3
251000,1652,2000,1494,499,5330,Very_Good,Average,1,2,2
160000,1694,1994,392,398,10147,Above_Average,Average,1,2,3
180000,1714,1999,923,451,8637,Above_Average,Average,1,2,3
178750,1553,1996,691,420,7875,Good,Average,1,2,3
176000,1253,1995,1237,402,7875,Good,Average,1,2,3
204000,2299,1999,938,482,7500,Above_Average,Average,1,3,5
160000,1187,1992,1168,420,9556,Good,Average,1,2,3
160000,1472,1991,384,402,10784,Good,Average,1,2,3
163900,1482,1992,384,392,9125,Good,Average,1,2,3
168000,1642,1993,903,392,7655,Above_Average,Average,1,2,3
154204,1128,1964,1302,480,18160,Above_Average,Above_Average,1,1,3
170000,1088,1986,1074,461,3696,Very_Good,Average,1,1,2
207500,2090,1984,1190,577,5062,Good,Average,1,2,3
182000,1179,1988,1166,480,4740,Very_Good,Average,1,2,2
212000,1321,1990,1312,484,5118,Very_Good,Average,1,1,1
377426,1922,2005,1922,676,14157,Excellent,Average,1,2,3
349265,2541,2005,1149,729,12328,Very_Good,Average,1,3,4
591587,2338,2006,2660,1110,51974,Excellent,Average,1,2,4
155000,1424,1969,1100,828,41600,Average,Average,1,1,3
319900,1612,2006,1612,556,8035,Excellent,Average,1,2,2
392000,1419,2007,1419,567,8089,Very_Good,Above_Average,1,2,2
441929,2234,2006,2220,724,14082,Very_Good,Average,1,1,1
455000,2042,2006,1742,724,13870,Very_Excellent,Average,1,2,3
182900,1440,1981,1440,467,12546,Above_Average,Good,1,2,3
174000,1284,1984,1284,480,10960,Above_Average,Average,1,2,3
178000,1868,1984,585,477,12090,Above_Average,Good,1,3,3
176000,1479,1981,725,484,12090,Good,Good,1,2,3
213000,1664,1978,1529,663,12299,Good,Above_Average,1,2,3
192000,1930,1979,780,481,11339,Good,Average,1,2,4
190000,1969,1977,808,534,11952,Good,Above_Average,1,2,3
195000,2030,1976,848,551,12046,Above_Average,Above_Average,1,2,4
148000,1032,1978,1032,564,10395,Above_Average,Above_Average,1,2,3
151500,1177,1984,1153,495,11850,Above_Average,Above_Average,1,2,3
197000,1725,1979,539,550,11584,Good,Above_Average,1,2,3
192350,1353,1979,1259,478,10400,Above_Average,Average,1,2,2
152000,1620,1969,780,462,10793,Average,Average,1,2,4
170000,1220,1971,1625,944,13001,Above_Average,Average,1,2,2
175000,1484,1971,1484,487,12243,Average,Above_Average,1,2,3
175000,1743,1968,702,539,11700,Above_Average,Above_Average,1,1,3
197900,1935,1976,793,550,12384,Good,Good,1,2,3
174000,1324,1976,1228,585,8991,Good,Above_Average,1,2,3
178900,1877,1974,1084,488,8000,Above_Average,Above_Average,1,2,4
139000,1109,1971,372,288,10500,Average,Good,1,1,3
143250,981,1971,981,576,10530,Above_Average,Average,1,1,3
184000,1479,1972,725,484,7472,Good,Excellent,1,1,4
155000,1422,1970,925,576,9457,Average,Above_Average,1,1,3
133000,914,1970,914,368,7920,Average,Average,1,1,3
119500,950,1971,950,280,9758,Average,Average,1,1,3
123000,872,1971,858,480,8294,Below_Average,Average,1,1,3
110000,858,1971,858,684,7340,Below_Average,Above_Average,1,1,2
128000,914,1961,914,270,17199,Below_Average,Good,1,1,2
120500,864,1971,864,528,9000,Below_Average,Above_Average,1,1,3
133000,767,1998,723,367,4058,Good,Average,1,1,1
155000,1337,2001,1337,511,4113,Above_Average,Average,1,2,2
177000,1337,1997,1405,522,10943,Above_Average,Average,1,2,2
113500,1092,1973,525,264,2205,Above_Average,Above_Average,1,1,3
113000,1218,1973,672,264,1890,Above_Average,Average,1,1,3
113700,1218,1973,672,264,2058,Above_Average,Average,1,1,4
106000,1302,1970,630,440,2016,Average,Average,1,2,3
122500,1365,1971,765,440,1920,Average,Average,1,1,2
128000,958,1976,1078,440,4928,Above_Average,Average,1,2,2
155000,1548,1976,804,440,2308,Above_Average,Above_Average,1,2,3
142500,1055,1978,1061,319,2304,Good,Good,1,2,2
129250,988,1966,988,360,7150,Average,Above_Average,1,1,3
356000,1816,2006,1790,730,12469,Excellent,Average,1,2,3
314813,1828,2007,1822,774,11694,Excellent,Average,1,2,3
318000,1694,2007,1694,818,12030,Very_Good,Average,1,2,3
322400,1694,2006,1694,856,11825,Very_Good,Average,1,2,3
318000,1734,2007,1734,928,12085,Very_Good,Average,1,2,3
345474,2122,2007,2108,938,14333,Very_Good,Average,1,2,2
415298,2121,2006,2121,732,14450,Excellent,Average,1,2,3
492000,2656,2007,1934,1040,13641,Excellent,Average,1,2,3
338931,2550,2006,1108,670,13440,Very_Good,Average,1,2,4
450000,2046,2005,1994,878,15431,Very_Excellent,Average,1,2,2
280000,2172,2006,1063,947,14154,Good,Average,1,2,3
479069,2552,2007,2552,932,13891,Excellent,Average,1,2,3
395000,1973,2006,1935,895,14226,Very_Good,Average,1,2,3
380000,2643,2006,2153,694,13693,Excellent,Average,1,2,3
250000,1634,2006,1626,866,11428,Very_Good,Average,1,2,3
440000,1976,2006,1976,908,14977,Very_Good,Average,1,2,2
418000,2758,2005,1704,814,13654,Excellent,Average,1,2,4
500067,2290,2007,2320,1174,17169,Very_Excellent,Average,1,2,2
260116,2152,2007,1582,728,16659,Very_Good,Average,1,2,3
317000,2473,2004,1143,852,9591,Very_Good,Average,1,2,4
319500,2100,2007,918,786,9709,Very_Good,Average,1,2,3
325624,2161,2007,1582,789,10562,Very_Good,Average,1,1,3
372000,1802,2006,1802,843,13615,Excellent,Average,1,2,3
342000,2956,2004,1706,916,13069,Very_Good,Average,1,2,5
354000,2468,2004,1136,872,12099,Very_Good,Average,1,2,4
350000,2385,2003,1317,818,14277,Very_Good,Average,1,2,3
285000,2374,2003,1181,656,11999,Very_Good,Average,1,2,4
281500,1818,2007,895,774,12568,Very_Good,Average,1,2,3
245700,1614,2005,1614,878,9926,Good,Average,1,2,3
232698,1721,2005,1721,554,9254,Very_Good,Average,1,2,3
250000,1828,2006,1298,876,10732,Very_Good,Average,1,2,3
194700,1362,2005,1362,460,7577,Above_Average,Average,1,2,2
204000,1302,2005,1302,631,3901,Above_Average,Average,1,1,1
200000,1302,2005,1302,631,3903,Above_Average,Average,1,1,1
207000,1362,2005,1362,460,6289,Above_Average,Average,1,2,2
209500,1554,2006,1554,627,4590,Very_Good,Average,1,2,2
209500,1554,2006,1554,627,4590,Very_Good,Average,1,2,2
202500,1370,2006,1370,484,6442,Very_Good,Average,1,2,2
280000,1577,2005,1577,564,7841,Excellent,Average,1,2,2
277500,1561,2005,1561,556,7313,Excellent,Average,1,2,2
318061,1869,2007,1869,617,7820,Excellent,Average,1,2,2
221370,1324,2006,1324,550,6240,Very_Good,Average,1,2,2
200000,1405,2003,1405,478,3242,Good,Average,1,2,2
181755,1496,2007,768,572,15810,Above_Average,Average,1,3,3
176000,1536,2005,768,400,10237,Above_Average,Average,1,2,3
178900,1484,2005,783,393,10237,Above_Average,Average,1,2,3
168165,1458,2006,608,454,13204,Good,Average,1,2,3
171925,1495,2006,738,440,8857,Above_Average,Average,1,2,3
198444,1746,2006,698,350,9729,Above_Average,Average,1,2,3
203000,1326,2005,1326,388,12216,Above_Average,Average,1,2,3
179540,1456,2007,728,400,9018,Good,Average,1,2,3
176485,1302,2007,1302,436,8993,Good,Average,1,2,3
181134,1340,2007,1340,396,8899,Good,Average,1,2,3
156932,1412,2006,616,432,8499,Above_Average,Average,1,2,3
166000,1504,2007,752,440,8229,Above_Average,Average,1,2,3
177594,1456,2007,728,400,7713,Good,Average,1,2,3
173500,1258,2007,1246,462,7697,Good,Above_Average,1,2,3
172500,1258,2006,1258,648,3922,Good,Average,1,2,2
194201,1402,2006,1258,648,3922,Good,Average,1,0,2
226500,1589,2003,1406,630,3621,Very_Good,Average,1,2,2
185485,1266,2007,1266,388,3710,Good,Average,1,2,2
259000,1530,2004,1530,630,14572,Good,Average,1,2,3
188500,1119,2004,835,437,16219,Good,Average,1,2,2
175000,1374,2004,384,400,11084,Good,Average,1,2,3
215000,1959,2004,847,434,11796,Good,Average,1,2,4
206580,1525,2006,1510,534,10936,Good,Average,1,2,3
183500,1720,2004,840,440,8244,Good,Average,1,2,3
165500,1394,2003,384,400,11950,Good,Average,1,2,3
211000,1948,2003,847,434,7875,Good,Average,1,2,4
181000,1690,2000,924,463,8063,Above_Average,Average,1,2,3
219500,1995,2002,854,435,8740,Good,Average,1,2,4
175000,1647,1999,953,460,7917,Above_Average,Average,1,2,3
170000,1430,2000,384,400,9967,Good,Average,1,2,3
162000,1320,2003,660,400,7750,Good,Average,1,2,3
187000,1690,2000,915,442,9487,Above_Average,Average,1,2,3
185000,1644,1999,941,460,9649,Above_Average,Average,1,2,3
745000,4476,1996,2396,813,15623,Very_Excellent,Average,1,3,4
384500,2551,1997,1779,925,12191,Very_Good,Average,1,2,4
248000,2285,2000,969,648,11000,Very_Good,Average,1,2,4
466500,2633,2001,2633,804,11400,Very_Excellent,Average,1,2,2
410000,3078,1998,1408,806,10557,Excellent,Average,1,2,4
322500,2582,1998,1389,758,11002,Very_Good,Average,1,2,4
252000,2385,1998,1066,600,10790,Good,Average,1,2,4
755000,4316,1994,2444,832,21535,Very_Excellent,Above_Average,1,3,4
269790,2013,1996,1117,455,9920,Good,Average,1,2,3
315750,2398,1996,1379,834,11787,Good,Average,1,2,3
290000,2520,1995,1203,721,9950,Good,Average,1,2,4
290000,2531,1995,1318,752,12257,Very_Good,Average,1,2,4
430000,3228,1992,3200,546,12692,Very_Good,Average,1,3,4
263000,2202,1992,1105,517,11762,Very_Good,Average,1,2,4
330000,2538,1996,1325,933,9044,Very_Good,Average,1,2,4
213133,1369,2007,1369,605,9910,Good,Above_Average,1,2,3
260261,1542,2007,1542,852,11830,Very_Good,Average,1,2,3
320000,1905,2006,1905,788,11670,Excellent,Average,1,2,3
282922,1464,2007,1485,754,15256,Very_Good,Average,1,2,3
215000,1534,2006,1524,484,10612,Very_Good,Average,1,2,3
419005,1966,2007,1966,1092,12291,Very_Excellent,Average,1,2,1
255000,1636,2006,1623,865,13501,Very_Good,Average,1,2,3
147000,1795,2006,1795,895,9986,Very_Good,Average,1,2,2
235876,1528,2007,1528,480,9965,Good,Average,1,3,3
311872,1726,2007,1726,786,9416,Good,Average,1,2,3
248328,1689,2007,1689,954,9849,Good,Above_Average,1,2,3
227000,1588,2006,1588,825,10000,Very_Good,Average,1,2,3
260000,1538,2005,1538,484,8847,Very_Good,Average,1,2,3
225000,1496,2007,1496,474,9158,Very_Good,Average,1,2,3
249000,1506,2005,1494,672,8251,Good,Average,1,2,3
307000,1694,2004,1686,636,10084,Very_Good,Average,1,2,3
250000,1977,2006,982,574,9605,Good,Average,1,2,3
221300,1830,2006,1302,859,8778,Very_Good,Average,1,2,3
208900,1338,2007,1338,598,8640,Very_Good,Average,1,2,3
210400,1335,2006,1335,575,9000,Good,Average,1,2,3
255000,1792,2007,896,590,8640,Very_Good,Average,1,2,3
212109,1588,2007,725,561,10411,Average,Average,1,3,3
270000,1959,2006,1088,1025,9000,Very_Good,Average,1,2,3
303477,2610,2007,1184,550,9000,Very_Good,Average,1,2,4
310013,1880,2007,955,880,12217,Very_Good,Average,1,2,3
249700,1656,2006,1656,826,11096,Very_Good,Average,1,2,3
227875,1761,2007,874,578,10207,Good,Above_Average,1,3,3
261329,1584,2007,1574,594,10440,Very_Good,Average,1,2,2
253000,1685,2006,1685,658,11824,Very_Good,Average,1,2,2
265000,2443,2004,1158,744,10625,Above_Average,Average,1,2,4
